area_id,state_ut,city_town,rank_in_city,area_name,area_basis,price_low_psf,price_high_psf,bear_cagr_pct,base_cagr_pct,bull_cagr_pct,water_score,water_risk_label,development_score,liquidity_score,developer_score,overall_score,confidence_grade,source_type,source_reliability,verification_status,source_url,live_developments,in_progress_developments,planned_developments,investment_thesis,risk_1,risk_2,risk_3,last_refreshed_at
UTT_RISH_06,Uttarakhand,Rishikesh,6,Rishikesh Logistics corridor,SEED - replace/refresh with discovered candidates,3878,5700,4.8,7.8,11.3,84,Lower,58,62,58,62,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rishikesh Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_RISH_07,Uttarakhand,Rishikesh,7,Rishikesh Metro/proposed transit node,SEED - replace/refresh with discovered candidates,6009,9554,5.800000000000001,8.8,12.3,63,Moderate,94,86,48,68,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rishikesh Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_RISH_08,Uttarakhand,Rishikesh,8,Rishikesh Highway growth belt,SEED - replace/refresh with discovered candidates,6119,10463,7.300000000000001,10.3,13.8,48,High,72,37,68,57,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rishikesh Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_RISH_09,Uttarakhand,Rishikesh,9,Rishikesh Emerging residential extension,SEED - replace/refresh with discovered candidates,9476,17341,5.1,8.1,11.6,38,High,91,70,63,60,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rishikesh Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_RISH_10,Uttarakhand,Rishikesh,10,Rishikesh Peripheral village cluster,SEED - replace/refresh with discovered candidates,8434,11385,10.3,13.3,16.8,46,High,79,79,94,73,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rishikesh Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_HALD_01,Uttarakhand,Haldwani,1,Haldwani Airport corridor,SEED - replace/refresh with discovered candidates,6654,9781,6.0,9.0,12.5,40,High,51,53,50,49,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Haldwani Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_HALD_02,Uttarakhand,Haldwani,2,Haldwani Outer ring road fringe,SEED - replace/refresh with discovered candidates,4391,6981,7.300000000000001,10.3,13.8,74,Lower,81,82,75,74,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Haldwani Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_HALD_03,Uttarakhand,Haldwani,3,Haldwani Industrial estate belt,SEED - replace/refresh with discovered candidates,7366,12595,4.5,7.5,11.0,84,Lower,79,70,65,68,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Haldwani Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_HALD_04,Uttarakhand,Haldwani,4,Haldwani New township zone,SEED - replace/refresh with discovered candidates,7409,13558,8.5,11.5,15.0,69,Moderate,68,70,36,63,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Haldwani New township zone is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_HALD_05,Uttarakhand,Haldwani,5,Haldwani University/education cluster,SEED - replace/refresh with discovered candidates,2735,3692,5.199999999999999,8.2,11.7,40,High,93,82,62,63,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Haldwani University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_HALD_06,Uttarakhand,Haldwani,6,Haldwani Logistics corridor,SEED - replace/refresh with discovered candidates,3187,4684,5.1,8.1,11.6,89,Lower,79,56,54,66,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Haldwani Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_HALD_07,Uttarakhand,Haldwani,7,Haldwani Metro/proposed transit node,SEED - replace/refresh with discovered candidates,1630,2591,8.6,11.6,15.1,85,Lower,88,77,92,81,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Haldwani Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_HALD_08,Uttarakhand,Haldwani,8,Haldwani Highway growth belt,SEED - replace/refresh with discovered candidates,2662,4552,5.800000000000001,8.8,12.3,38,High,87,85,48,61,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Haldwani Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_HALD_09,Uttarakhand,Haldwani,9,Haldwani Emerging residential extension,SEED - replace/refresh with discovered candidates,4737,8668,4.6,7.6,11.1,35,High,45,54,46,44,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Haldwani Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_HALD_10,Uttarakhand,Haldwani,10,Haldwani Peripheral village cluster,SEED - replace/refresh with discovered candidates,5754,7767,7.5,10.5,14.0,38,High,92,84,86,70,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Haldwani Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_RUDR_01,Uttarakhand,Rudrapur,1,Rudrapur Airport corridor,SEED - replace/refresh with discovered candidates,7742,11380,3.0,6.0,9.5,51,Moderate,89,74,57,60,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rudrapur Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_RUDR_02,Uttarakhand,Rudrapur,2,Rudrapur Outer ring road fringe,SEED - replace/refresh with discovered candidates,4700,7473,5.4,8.4,11.9,48,High,45,88,75,59,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rudrapur Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_RUDR_03,Uttarakhand,Rudrapur,3,Rudrapur Industrial estate belt,SEED - replace/refresh with discovered candidates,8874,15174,3.7,6.7,10.2,66,Moderate,73,52,50,56,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rudrapur Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_RUDR_04,Uttarakhand,Rudrapur,4,Rudrapur New township zone,SEED - replace/refresh with discovered candidates,2004,3667,4.3,7.3,10.8,85,Lower,64,83,61,67,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rudrapur New township zone is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_RUDR_05,Uttarakhand,Rudrapur,5,Rudrapur University/education cluster,SEED - replace/refresh with discovered candidates,10105,13641,8.6,11.6,15.1,40,High,61,40,46,51,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rudrapur University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_RUDR_06,Uttarakhand,Rudrapur,6,Rudrapur Logistics corridor,SEED - replace/refresh with discovered candidates,8241,12114,3.4000000000000004,6.4,9.9,41,High,43,57,73,48,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rudrapur Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_RUDR_07,Uttarakhand,Rudrapur,7,Rudrapur Metro/proposed transit node,SEED - replace/refresh with discovered candidates,1751,2784,6.4,9.4,12.9,62,Moderate,84,58,42,61,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rudrapur Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_RUDR_08,Uttarakhand,Rudrapur,8,Rudrapur Highway growth belt,SEED - replace/refresh with discovered candidates,6113,10453,6.1,9.1,12.6,37,High,64,77,68,58,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rudrapur Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_RUDR_09,Uttarakhand,Rudrapur,9,Rudrapur Emerging residential extension,SEED - replace/refresh with discovered candidates,2708,4955,6.199999999999999,9.2,12.7,39,High,63,49,51,51,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rudrapur Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
UTT_RUDR_10,Uttarakhand,Rudrapur,10,Rudrapur Peripheral village cluster,SEED - replace/refresh with discovered candidates,8681,11719,6.199999999999999,9.2,12.7,46,High,80,52,76,60,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Rudrapur Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_KOLK_01,West Bengal,Kolkata,1,Kolkata Airport corridor,SEED - replace/refresh with discovered candidates,8874,13044,3.3,6.3,9.8,85,Lower,83,74,80,71,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Kolkata Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_KOLK_02,West Bengal,Kolkata,2,Kolkata Outer ring road fringe,SEED - replace/refresh with discovered candidates,3868,6150,5.699999999999999,8.7,12.2,47,High,68,66,67,58,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Kolkata Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_KOLK_03,West Bengal,Kolkata,3,Kolkata Industrial estate belt,SEED - replace/refresh with discovered candidates,6801,11629,3.4000000000000004,6.4,9.9,44,High,72,89,51,57,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Kolkata Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_KOLK_04,West Bengal,Kolkata,4,Kolkata New township zone,SEED - replace/refresh with discovered candidates,5644,10328,10.0,13.0,16.5,42,High,81,59,57,63,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Kolkata New township zone is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_KOLK_05,West Bengal,Kolkata,5,Kolkata University/education cluster,SEED - replace/refresh with discovered candidates,3019,4075,3.4000000000000004,6.4,9.9,80,Lower,64,51,49,57,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Kolkata University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_KOLK_06,West Bengal,Kolkata,6,Kolkata Logistics corridor,SEED - replace/refresh with discovered candidates,2571,3779,4.1,7.1,10.6,62,Moderate,93,73,66,66,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Kolkata Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_KOLK_07,West Bengal,Kolkata,7,Kolkata Metro/proposed transit node,SEED - replace/refresh with discovered candidates,3980,6328,5.300000000000001,8.3,11.8,52,Moderate,47,73,37,51,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Kolkata Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_KOLK_08,West Bengal,Kolkata,8,Kolkata Highway growth belt,SEED - replace/refresh with discovered candidates,5656,9671,5.5,8.5,12.0,58,Moderate,49,86,87,64,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Kolkata Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_KOLK_09,West Bengal,Kolkata,9,Kolkata Emerging residential extension,SEED - replace/refresh with discovered candidates,4886,8941,8.3,11.3,14.8,37,High,77,87,77,67,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Kolkata Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_KOLK_10,West Bengal,Kolkata,10,Kolkata Peripheral village cluster,SEED - replace/refresh with discovered candidates,4137,5584,3.3,6.3,9.8,44,High,56,81,37,50,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Kolkata Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_SILI_01,West Bengal,Siliguri,1,Siliguri Airport corridor,SEED - replace/refresh with discovered candidates,5061,7439,6.1,9.1,12.6,64,Moderate,59,83,40,60,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Siliguri Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_SILI_02,West Bengal,Siliguri,2,Siliguri Outer ring road fringe,SEED - replace/refresh with discovered candidates,5297,8422,4.0,7.0,10.5,77,Lower,79,91,88,73,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Siliguri Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_SILI_03,West Bengal,Siliguri,3,Siliguri Industrial estate belt,SEED - replace/refresh with discovered candidates,4235,7241,3.8,6.8,10.3,58,Moderate,66,71,47,56,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Siliguri Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_SILI_04,West Bengal,Siliguri,4,Siliguri New township zone,SEED - replace/refresh with discovered candidates,8269,15132,9.5,12.5,16.0,54,Moderate,81,71,51,66,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Siliguri New township zone is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_SILI_05,West Bengal,Siliguri,5,Siliguri University/education cluster,SEED - replace/refresh with discovered candidates,2089,2820,7.4,10.4,13.9,85,Lower,44,89,72,70,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Siliguri University/education cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_SILI_06,West Bengal,Siliguri,6,Siliguri Logistics corridor,SEED - replace/refresh with discovered candidates,4272,6279,7.5,10.5,14.0,52,Moderate,67,85,70,66,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Siliguri Logistics corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_SILI_07,West Bengal,Siliguri,7,Siliguri Metro/proposed transit node,SEED - replace/refresh with discovered candidates,9317,14814,8.3,11.3,14.8,39,High,82,94,35,63,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Siliguri Metro/proposed transit node is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_SILI_08,West Bengal,Siliguri,8,Siliguri Highway growth belt,SEED - replace/refresh with discovered candidates,8885,15193,7.199999999999999,10.2,13.7,65,Moderate,47,43,87,60,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Siliguri Highway growth belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_SILI_09,West Bengal,Siliguri,9,Siliguri Emerging residential extension,SEED - replace/refresh with discovered candidates,9499,17383,6.800000000000001,9.8,13.3,58,Moderate,68,69,57,61,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Siliguri Emerging residential extension is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_SILI_10,West Bengal,Siliguri,10,Siliguri Peripheral village cluster,SEED - replace/refresh with discovered candidates,9558,12903,3.4000000000000004,6.4,9.9,56,Moderate,67,39,43,49,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Siliguri Peripheral village cluster is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_DURG_01,West Bengal,Durgapur,1,Durgapur Airport corridor,SEED - replace/refresh with discovered candidates,7788,11448,10.0,13.0,16.5,62,Moderate,81,67,90,74,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Durgapur Airport corridor is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_DURG_02,West Bengal,Durgapur,2,Durgapur Outer ring road fringe,SEED - replace/refresh with discovered candidates,9389,14928,7.699999999999999,10.7,14.2,41,High,49,77,50,55,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Durgapur Outer ring road fringe is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
WES_DURG_03,West Bengal,Durgapur,3,Durgapur Industrial estate belt,SEED - replace/refresh with discovered candidates,7568,12941,8.5,11.5,15.0,68,Moderate,40,38,41,52,D,MODEL,35,seed_model,Seed assumption; use refresh/import to replace with evidence,Existing city employment and local access network,Check state/city infra pipeline and planning authority updates,Potential corridor upgrades; validate before investment,Durgapur Industrial estate belt is included as a seed area for comparative screening. Use refresh/import evidence before treating it as a recommendation.,Water availability and tanker dependence need local verification,"Title, conversion, layout approval and access road status must be checked",Portal prices may reflect asking prices rather than closed transactions,Never
